"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Agricultural land (sq. km)","AG.LND.AGRI.K2","","8351485.1","8358740","8386199.1","8394120.7","8414681.3","8393199.9","8413888.7","8427119.5","8489740.3","8462194.7","8462835.6","8426250","8477460","8432680","8432650","8441260","8398860","8398900","8392720","8422460","8399480","8417940","8433860","8476740","8527510","8594270","8600140","8622860","8640460","8501183.7","8414801.89","8450670.28","8304806.92","8338772.86","8399046.85","8401314.64","8439940.63","8461169.12","8509310.66","8540542.2","8585434.25","8611608.7","8666917.45","8698608.18","8775582.7","8791080.72","8822662.34","8880620.96","8916445.58","8950397.6","9951986.28","10033593.64","10072592.7","10094123","10105346.8","10124235.421","10133454.6","10146678.12","","",
"Trinidad and Tobago","TTO","Agricultural land (sq. km)","AG.LND.AGRI.K2","","970","970","980","980","980","980","980","980","980","980","1010","1010","1100","1110","1060","1060","1060","1060","1060","1010","950","880","740","740","710","710","710","720","720","770","810","810","810","810","760","760","710","660","670","670","600","600","600","550","540","540","540","540","540","540","540","540","540","540","540","540","540","540","","",
"Tunisia","TUN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","86480","86270","86060","86690","86480","86270","86060","85850","87160","88820","88680","89470","90160","90450","90940","91430","91690","90340","89510","87000","87500","88160","88990","88980","88220","87060","86960","84920","86700","86440","92100","93550","94220","92830","93480","93240","93470","94200","95260","95510","94990","97630","97840","98300","98240","98060","98050","98810","97890","100380","100720","99220","99430","97610","98340","97030","97430","97430","","",
"Turkey","TUR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","365170","366480","373700","372920","372960","374840","373000","376010","386430","381780","383140","388260","387870","383280","379620","379030","380290","380450","388920","385790","386130","371910","367180","376130","381300","384830","394270","392630","398970","396770","400670","399040","399130","401490","394930","393640","392420","399190","403020","404790","409680","411960","406440","412100","412230","404930","395050","391220","389110","390120","382470","384070","384230","385540","385510","383280","379630","378020","","",
"Tuvalu","TUV","Agricultural land (sq. km)","AG.LND.AGRI.K2","","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","17","17","17","17","17","17","18","18","18","18","18","18","18","18","18","18","18","18","","",
"Tanzania","TZA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","260000","260000","270000","270000","270000","270000","270000","270000","270000","280000","290000","290000","290000","290000","290000","290000","290000","300000","300000","300000","310000","310000","310000","310000","320000","320000","320000","320000","320000","311899.9","315619.9","319339.9","323059.9","326779.9","330499.9","334219.9","337030","338000","339000","340000","341000","342000","342700","351600","353600","353600","356500","369744","373000","374500","383000","393739.94","396500","396500","396500","396500","396500","396500","","",
"Uganda","UGA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","90180","91140","92580","98730","98710","98850","98880","99250","99500","99800","100300","101000","101800","102640","104070","105380","105380","106100","106100","106800","107600","108400","113000","115000","116000","118170","118170","118170","118620","119620","120320","120520","120820","121020","121220","121720","121720","122420","122620","125120","126120","128120","131120","132620","132620","134627.5","136635","139142.5","141150","142650","143650","144150","144150","144150","144150","144150","144150","144150","","",
"Ukraine","UKR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","419290","418900","418610","418530","418400","418540","416110","414530","414060","413850","413960","413550","413540","413040","412840","412660","412920","412760","412670","412810","412970","415260","415110","415080","415150","414890","413290","","",
"Upper middle income","UMC","Agricultural land (sq. km)","AG.LND.AGRI.K2","","10880287.4","10942469.5","11009498.7","11068190.2","11134833.4","11206431.3","11270806.8","11351303","11452429.4","11539790.1","11640247.8","11749700.3","11857948.9","11968463.7","12056271.4","12178829.533","12306414.067","12427626.1","12540418.1","12647168.48","12733159.9","12859504.9","13016120.4","13174899.2","13336200.57","13409211","13486134.6","13537747","13601962.4","13621452.5","13690084.84","18739916.82","18751574.98","18782464.9","18741236.95","18723693.8","18743268.25","18742909.7","18747622.05","18714400.3","18684335.184","18700747.689","18715799.933","18729589.318","18775581.872","18829267.227","18866400.681","18836190.136","18844003.99","18957915.3","18957016.64","18990051.82","19021632.28","18999005.58","19023107.1","19040070.8","19109289.11","19104528.72","","",
"Uruguay","URY","Agricultural land (sq. km)","AG.LND.AGRI.K2","","163540","162490","161410","160840","159730","159150","158420","157220","156480","154810","154410","154000","153600","153210","152810","152400","152010","151610","151210","150810","150530","150210","149920","149620","149330","148950","148580","148390","148220","149170","149210","149250","149300","149340","149380","149410","149450","149500","149540","149580","149620","149230","149270","148290","148320","146950","145500","146740","148140","144330","145260","142300","143397","142948","142936","140908","140445","140159","","",
"United States","USA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","4475090","4439910","4414430","4390120","4358730","4355500","4353070","4357950","4354470","4344000","4333000","4323000","4312000","4301580","4301580","4301580","4303310","4281630","4281630","4281630","4281630","4313990","4313990","4313990","4313990","4313990","4269480","4269480","4269480","4269480","4269480","4254290","4229480","4211390","4201390","4163060","4148850","4145880","4138870","4143990","4149440","4130640","4130223","4129809","4129396","4128988","4128576","4109023","4089470","4069917","4050364","4030810.538","4036270","4041729","4047187","4052646","4058103.538","4058103.538","","",
"Uzbekistan","UZB","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","277240","276470","276400","276430","276400","276370","273340","273310","273280","273250","270460","268650","266840","265030","263220","261410","259600","257790","255980","254170","252360","250600","255420","256046","256016","255822","255777","","",
"St. Vincent and the Grenadines","VCT","Agricultural land (sq. km)","AG.LND.AGRI.K2","","100","100","110","110","110","110","110","110","110","110","110","110","100","100","100","100","110","110","120","120","120","110","120","120","120","130","116.6","113","109.4","105.8","102.2","98.6","95","91.4","87.8","84.2","80.6","77","73.4","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","","",
"Venezuela, RB","VEN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","192320","193020","193720","194440","195140","195840","196660","197580","198400","199330","200260","200650","201790","202440","202980","204700","206840","207400","209000","210200","210400","211600","212800","213900","216400","218500","219600","220100","218100","218600","218570","216070","216030","216100","216200","216320","216360","216420","216330","216350","216380","215400","215400","215900","215950","215550","215590","216000","215000","215000","215000","215000","215000","215000","215000","215000","215000","215000","","",
"British Virgin Islands","VGB","Agricultural land (sq. km)","AG.LND.AGRI.K2","","60","60","60","60","60","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","80","90","90","90","90","90","90","90","90","80","80","80","80","80","80","80","80","80","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","70","","",
"Virgin Islands (U.S.)","VIR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","120","120","140","160","160","160","150","150","150","150","150","150","150","150","150","150","150","150","150","160","160","150","140","140","120","120","120","110","110","100","100","100","100","90","80","80","80","80","70","70","70","60","60","60","60","40","40","40","40","40","40","40","40","40","40","40","40","40","","",
"Vietnam","VNM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","62920","62970","63020","63070","63120","63170","63420","63670","63820","64170","64220","64470","64820","65070","65120","67220","68120","68360","68500","68580","68760","68840","69020","69100","67500","67250","67100","67100","67150","67260","67510","70250","70870","71400","70790","76820","78440","80550","84130","87800","94830","94550","95370","97956","100541","100780","100626","102408","102920","107601","107686","107933","108528","108737","121478","121722","121688","121688","","",
"Vanuatu","VUT","Agricultural land (sq. km)","AG.LND.AGRI.K2","","1050","1050","1050","1050","1130","1130","1130","1130","1130","1200","1200","1200","1200","1200","1260","1260","1270","1270","1280","1280","1310","1320","1350","1350","1370","1410","1430","1470","1490","1520","1540","1570","1590","1600","1650","1670","1680","1720","1730","1750","1770","1780","1800","1810","1830","1850","1870","1870","1870","1870","1870","1870","1870","1870","1870","1870","1870","1870","","",
"World","WLD","Agricultural land (sq. km)","AG.LND.AGRI.K2","","37908569.945","37991921.815","38099933.582","38194485.996","38317154.61","38376242.457","38497236.139","38831509.111","38948508.889","38818002.785","38966564.067","39053179.3","39200076.9","39287595.7","39375239.4","39376387.433","39379694.067","39533523.1","39606129.1","39753927.48","39773318.9","39925312.3","40004627.8","40305203.8","40591354.57","40601740.92","40760853.6","40897037","40995148.4","40923990.6","40851856.974","46863429.06","46743860.24","46937513.28","46923262","46991721.52","47190992.14","47322844.46","47356360.33","47371524.5","47388728.352","47294657.109","47140891.535","46771835.358","46862188.3718779","46914799.0871221","46868683.901","46783694.0161221","46756685.2918779","46774506.599939","47959422.12","47955059.5310122","47877732.9930733","47889155.737","47681467.5961343","47691466.9441343","48088210.033","47953427.477","","",
"Samoa","WSM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","560","570","570","570","620","620","620","630","630","635","640","640","640","640","650","690","710","710","735","740","770","770","776","780","780","784","767","770","542","540","540","520","520","510","510","510","510","510","508","480","480","470","450","430","420","402","385","370","349","415","480","545","610","675","756.2","757","757","757","","",
"Kosovo","XKX","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5700","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","233370","233480","233600","233700","233800","233910","233980","234030","234130","234180","234260","234370","234420","234470","234600","234600","234600","234620","234630","234630","234650","234650","234650","234650","234700","234700","234790","234790","234810","236260","236310","234810","237250","237300","237360","237550","237200","236800","236680","236690","235950","236560","234950","235570","235230","236270","236270","235170","234520","235790","234520","235010","234990","234516","234326","233858","233877","233877","","",
"South Africa","ZAF","Agricultural land (sq. km)","AG.LND.AGRI.K2","","1013350","1001350","989950","977500","966100","964450","961800","959900","957900","955900","953900","951950","949900","948050","945850","943820","943200","942800","942100","941600","941000","940330","940330","940330","940330","944000","946500","949000","953000","956000","960050","964730","969360","972650","975200","978900","979450","979880","980580","981250","980130","980280","979280","976080","974830","968880","968900","971080","969880","968910","963740","963410","963410","963410","963410","963410","963410","963410","","",
"Zambia","ZMB","Agricultural land (sq. km)","AG.LND.AGRI.K2","","193070","193600","194040","194590","195130","196070","196610","197350","198040","198740","200530","202510","201440","202020","202370","204100","202740","201550","197800","198460","198360","198080","199610","199820","201250","202250","203660","205290","208970","208110","208260","210650","212020","214730","214580","218650","219710","220250","224050","224980","225550","226160","229090","228970","227620","230480","229840","230870","235860","234360","236360","238360","237360","238360","238360","238360","238360","238360","","",
"Zimbabwe","ZWE","Agricultural land (sq. km)","AG.LND.AGRI.K2","","109850","110700","111550","112400","113050","114100","114950","115800","116650","117500","118350","119000","119350","120200","120550","120900","121150","121650","122150","122750","123500","124350","125100","125650","126400","127150","127900","128800","129550","130100","131800","133500","135200","137200","138600","142350","144190","145200","148400","150600","152400","154700","156500","160000","161000","163000","162000","164500","163000","162000","164000","162000","162000","162000","162000","162000","162000","162000","","",
